,open,close,high,low,volume,money,r,rsrs
2014-04-22,1519.241,1509.547,1536.925,1487.774,9423287500.0,80829568022.0,-0.016419644410446833,0.9367841167504743
2014-04-29,1504.536,1496.009,1523.25,1478.51,9693198000.0,81840703751.0,-0.017864129935268716,0.9270789845857653
2014-05-08,1499.12,1478.717,1500.349,1471.648,8916098000.0,70658379973.0,-0.020423345546710322,0.8127094400713455
2014-05-15,1482.323,1488.771,1513.124,1474.517,9511421800.0,75456898993.0,-0.00483820618726228,0.6725102297065643
2014-05-22,1489.503,1471.552,1493.192,1447.936,6908638100.0,56390091168.0,-0.004845416668639226,0.673602724928514
2014-05-29,1472.409,1484.307,1497.678,1471.23,6634009300.0,54229646477.0,-0.0029984463695222046,0.6266199098170075
2014-06-06,1485.102,1472.268,1491.042,1459.528,6508247300.0,56420521180.0,0.0004865611272996958,0.6033291665054253
2014-06-13,1466.639,1502.961,1509.021,1466.149,8139213200.0,67014697635.0,0.012567480986076327,0.5903301223033497
2014-06-20,1503.662,1484.479,1521.963,1473.667,8634746000.0,67271495948.0,0.008294006254296101,0.586159029420147
2014-06-27,1483.656,1473.756,1489.313,1466.396,6679065300.0,55033421300.0,-0.019431641938812735,0.5872502523164532
2014-07-04,1475.719,1492.463,1495.039,1475.719,8152167300.0,64642673712.0,0.005378317914904774,0.5206634474697011
2014-07-11,1493.068,1468.541,1497.718,1460.906,8321426200.0,67110582577.0,-0.0035385776207188606,0.5482569189139918
2014-07-18,1468.692,1478.755,1490.191,1464.753,10333092600.0,78411570415.0,-0.009184817312053872,0.5256312846441179
2014-07-25,1478.725,1557.015,1557.578,1474.799,14569696300.0,120998485065.0,0.060246189925919784,0.5199659798156373
2014-08-01,1566.329,1607.974,1639.319,1566.329,23681991100.0,190903920520.0,0.08738364367322499,0.3985659441867199
2014-08-08,1614.901,1595.662,1646.317,1586.092,17456236900.0,145331046489.0,0.024821212383952584,1.0716011764604272
2014-08-15,1601.305,1612.004,1621.713,1593.222,13818517500.0,117994868135.0,0.002506259429567874,1.0707865193233805
2014-08-22,1614.225,1594.183,1623.901,1576.318,13003087400.0,110191582599.0,-0.0009268880251582364,1.0280384637088362
2014-08-29,1594.706,1581.284,1595.44,1563.402,10934514100.0,88620289557.0,-0.019057024672395232,1.0214116143865892
2014-09-05,1582.023,1656.237,1657.605,1576.219,16979390200.0,144595258415.0,0.038925267676295686,1.001297069364246
2014-09-15,1657.61,1624.068,1660.007,1614.228,15928167300.0,138455776587.0,0.02705649333073621,1.0510326860921064
2014-09-22,1626.389,1583.886,1629.686,1580.973,17419229800.0,138802970804.0,-0.04368396551942754,1.0348993505459028
2014-09-29,1584.289,1621.816,1636.22,1584.158,17226484000.0,141712480206.0,-0.0013866414460477964,1.03416899070999
2014-10-13,1623.041,1605.986,1639.167,1593.656,18323656400.0,149905757677.0,0.013953024396957949,1.0454137302895048
2014-10-20,1603.347,1612.402,1629.092,1592.698,18921129300.0,149790487912.0,-0.0058046042214406485,1.0276044396577941
2014-10-27,1612.095,1559.906,1615.288,1556.545,14523979100.0,119119486383.0,-0.02869265360968287,0.9976629594301701
2014-11-03,1562.748,1651.052,1665.465,1562.748,25990262400.0,205140766399.0,0.02397044905674879,0.9950233773363729
2014-11-10,1648.112,1689.024,1689.054,1625.986,30325201300.0,240564765884.0,0.08277293631795758,0.9741789660243988
2014-11-17,1701.224,1708.096,1758.991,1693.245,39915153300.0,344397444933.0,0.03455009291045957,0.9416908489437247
2014-11-24,1709.136,1758.096,1772.891,1662.723,29197653400.0,263842827078.0,0.04089462316698882,0.9296343839908523
2014-12-01,1757.676,1920.38,1968.907,1752.383,59350826300.0,551821934524.0,0.12428107085316054,0.9448810671956386
2014-12-08,1910.374,2298.849,2317.555,1909.369,94162387300.0,990429254050.0,0.30757876702978687,1.1955120924049147
2014-12-15,2283.161,2201.536,2402.133,2111.882,82555877500.0,984404859070.0,0.1464064403920057,1.8534574441115355
2014-12-22,2205.882,2426.684,2479.108,2195.504,89475411600.0,1074746032067.0,0.05560826309166023,1.5355732777238307
2014-12-29,2392.614,2481.663,2557.381,2238.654,71747776100.0,901999697489.0,0.12724161676211515,1.4311897598783916
2015-01-07,2481.084,2635.231,2691.489,2464.429,78832309100.0,1017396600603.0,0.08593908395159815,1.4042249845345227
2015-01-14,2647.817,2534.23,2692.607,2499.869,55496240100.0,763787252797.0,0.021182166958205045,1.2810148386542801
2015-01-21,2534.766,2542.318,2685.306,2355.258,67331503000.0,905063455384.0,-0.03525800963938266,1.2072899238771517
2015-01-28,2546.701,2486.285,2612.931,2473.808,53713885000.0,715386540638.0,-0.018918961578073087,1.2223762528347455
2015-02-04,2444.395,2372.455,2471.228,2329.151,40247902500.0,515168031895.0,-0.06681422229634541,1.1662013898555446
2015-02-11,2456.384,2415.128,2456.569,2303.112,38094876100.0,497802649948.0,-0.028619808268159002,1.1371256142488806
2015-02-25,2415.139,2407.457,2464.524,2384.493,33106191000.0,413197454607.0,0.014753493743822309,1.1137919801606262
2015-03-04,2401.138,2397.993,2498.716,2378.927,42398153000.0,536935836990.0,-0.007094862052860228,1.0663073094377213
2015-03-11,2379.732,2408.503,2444.655,2321.265,39728299700.0,487477881450.0,0.00043448335733526147,1.0263705830072851
2015-03-18,2444.415,2649.642,2649.816,2423.431,61316709700.0,768768874597.0,0.10494150733550928,0.9840127198771659
2015-03-25,2649.002,2649.161,2724.644,2613.765,71533077500.0,957833972009.0,0.09992015787399887,0.9561433684061217
2015-04-01,2637.527,2799.451,2860.24,2621.451,73581099800.0,964407899734.0,0.056539336257502036,0.8720663927008634
2015-04-09,2821.214,2931.772,3021.85,2746.302,75191174700.0,1087440076699.0,0.10667943548919823,0.8156051737886668
2015-04-16,2925.926,3183.302,3183.583,2911.463,82384938600.0,1138840608775.0,0.1371165274905687,0.7481176437325252
2015-04-23,3251.977,3273.398,3313.81,3135.218,103693975500.0,1575177962757.0,0.11652543240060967,0.7503754708655497
2015-04-30,3226.384,3250.49,3370.025,3161.972,94440033400.0,1439210699395.0,0.02110638575918956,0.8928798738219456
2015-05-08,3250.125,3110.455,3273.149,3045.01,66458896600.0,1038774592812.0,-0.049777937177208575,0.9459788138530373
2015-05-15,3112.241,3060.411,3200.184,3044.854,59721711800.0,883373102224.0,-0.05847702961707304,0.9851084138770076
2015-05-22,3032.708,3248.855,3249.516,2996.716,56758257100.0,880384601634.0,0.04449509798405703,1.0135076567692245
2015-05-29,3263.96,3111.334,3404.756,3036.957,76599054300.0,1211579398513.0,0.016639268385847446,1.030805108609265
2015-06-05,3114.793,3303.988,3365.59,3082.163,77684447000.0,1116986768434.0,0.016969978654018048,1.055901999735318
2015-06-12,3333.833,3350.248,3494.8225,3308.296,90733339700.0,1389203270193.0,0.07678828438219755,1.112543547053419
2015-06-19,3359.707,2903.057,3366.839,2900.791,75199298600.0,1030573148346.0,-0.12134759569344684,1.084578616895259
2015-06-29,2907.075,2678.368,3082.558,2530.83,83273635100.0,1101570652863.0,-0.20054634761366924,1.0673631840257471
2015-07-06,2678.634,2749.998,2872.907,2511.165,112779195100.0,1335060169971.0,-0.052723387794314666,0.9395651404058551
2015-07-13,2682.501,2869.051,2997.597,2493.644,152854386500.0,1790847865845.0,0.07119372692624762,0.8671226074737599
2015-07-20,2821.971,2783.761,2843.248,2665.95,77666622200.0,924939305714.0,0.01227746347451886,0.7437024726613863
2015-07-27,2757.66,2493.29,2807.62,2491.119,59663715900.0,765950025562.0,-0.13097048466548694,0.663430257692842
2015-08-03,2427.028,2479.724,2548.27,2400.866,48316562000.0,571682898800.0,-0.10921806864885304,0.6266853809860283
2015-08-10,2476.158,2617.659,2626.358,2446.959,34391188600.0,428146988363.0,0.04988148189741271,0.6821569297450795
2015-08-17,2612.948,2550.467,2623.837,2522.352,38909291900.0,512394145755.0,0.028528578180474898,0.7168146854960897
2015-08-24,2554.076,2058.252,2572.213,2046.845,45396882100.0,498014843003.0,-0.2137050700645119,0.747789491619639
2015-08-31,1947.145,2210.447,2214.105,1874.216,59175975500.0,574831605744.0,-0.13331676120490873,0.7050611621421558
2015-09-09,2155.956,2211.2,2248.766,2084.03,54898723600.0,521512016542.0,0.07430965693219288,0.7700221623156813
2015-09-16,2183.606,2241.949,2277.583,2126.288,28555352200.0,301328476022.0,0.014251416116287769,0.8155484961946851
2015-09-23,2223.403,2178.546,2260.85,2174.92,20561701600.0,224306230980.0,-0.014767547033285094,0.848752821453218
2015-09-30,2190.31,2146.118,2198.492,2114.301,13184496500.0,138424436129.0,-0.04274450489284106,0.8945424376522535
2015-10-14,2231.025,2253.908,2308.189,2189.988,21361139700.0,231501936667.0,0.03459279721428884,0.9217140689311945
2015-10-21,2254.403,2340.36,2369.371,2252.33,30470666700.0,336303228916.0,0.09050853680925289,0.9054829748165176
2015-10-28,2306.067,2310.703,2381.713,2297.05,24388718400.0,280886563723.0,0.025198455305185517,0.8905622029887149
2015-11-04,2317.48,2370.503,2374.019,2265.673,18884755600.0,216504836516.0,0.01287964244817038,0.9238871175890216
2015-11-11,2368.608,2505.83,2592.194,2365.854,54109697800.0,660543785957.0,0.08444486374925723,0.7566755278678846
2015-11-18,2513.107,2439.447,2514.463,2407.943,28478344200.0,359570237568.0,0.029084122652449692,0.6929506194041399
2015-11-25,2444.878,2459.563,2485.415,2421.392,21769430200.0,258537735685.0,-0.01846374255236781,0.6211219557663501
2015-12-02,2468.519,2458.411,2481.39,2280.683,27706369800.0,307095197768.0,0.007773893017556824,0.5559126003060456
2015-12-09,2441.906,2369.738,2481.537,2356.93,22099122300.0,225075014800.0,-0.03652071526527284,0.4515677459743723
2015-12-16,2369.588,2376.535,2418.564,2316.902,17417399600.0,209581649327.0,-0.033304439330933765,0.36989071430113546
2015-12-23,2391.402,2503.059,2550.899,2386.088,29111119700.0,354498788515.0,0.056259805936352617,0.34606048569322573
2015-12-30,2498.768,2432.773,2505.703,2399.92,18214542500.0,221900145365.0,0.023663863566074257,0.3197137456565135
2016-01-07,2426.811,2180.589,2437.716,2171.315,16183993000.0,174755679070.0,-0.1288303631676282,0.2702955607631339
2016-01-14,2225.475,2132.076,2257.41,2052.296,20380971900.0,207283033369.0,-0.1236025720443297,0.5434181970805007
2016-01-21,2119.562,2040.9775,2135.3621,2039.0509,17224554600.0,168230864751.0,-0.0640246740674194,0.6889753792733054
2016-01-28,2062.6257,1912.7205,2074.8954,1900.3515,15557692400.0,141332254138.0,-0.10288352760408172,0.7578106258906236
2016-02-04,1915.1266,1974.2364,1986.7205,1914.3957,13872496200.0,123611613313.0,-0.03270055647355248,0.7870025866736068
2016-02-18,1970.6883,2009.2727,2034.161,1914.4938,13526847200.0,123414417035.0,0.05047899052684388,0.86454157871924
2016-02-25,2005.4131,1932.6015,2064.6095,1925.1951,15626324500.0,141291149675.0,-0.02108911577154591,0.8859717516271506
2016-03-03,1946.961,2053.2726,2057.1633,1891.0975,19151967900.0,174126384756.0,0.02189842125461606,0.8985531004746713
2016-03-10,2045.1154,2061.451,2133.5566,2037.2938,22397148400.0,207072236206.0,0.0666715305767899,0.9003094862875864
2016-03-17,2043.2499,2131.4813,2156.8913,2039.5853,19266468800.0,188991519570.0,0.03808977921392422,0.9207058985275838
2016-03-24,2140.2671,2137.59,2214.6429,2131.3827,26018112500.0,275027005156.0,0.03693466398182645,0.9309152382656977
2016-03-31,2137.154,2156.541,2171.7926,2100.9189,14225722500.0,147161970875.0,0.01175694105315409,0.9054887253541666
2016-04-08,2156.7757,2123.8041,2186.917,2114.2648,15078388800.0,145539271724.0,-0.006449272311341422,0.9056513205272188
2016-04-15,2140.5643,2182.0667,2197.7434,2135.2886,14941688600.0,154881296616.0,0.011836408396594215,0.9348655657684636
2016-04-22,2166.0031,2157.7235,2173.0863,2093.8183,14119434600.0,147079275902.0,0.015971058724295818,0.9004759841523596
2016-04-29,2149.2499,2135.5087,2163.2401,2130.3027,8042780600.0,86485441676.0,-0.02133665299965395,0.8810034304519799
2016-05-09,2136.1977,2072.467,2167.7261,2064.6856,10668408800.0,108509972014.0,-0.03951224519731094,0.8508489637589172
2016-05-16,2061.9885,2082.6159,2089.8352,2055.511,8201902200.0,81105057717.0,-0.024768243744453057,0.7474108047126172
2016-05-23,2081.5694,2082.4118,2095.1694,2053.7159,8030746400.0,77618575663.0,0.0047985323771137295,0.5661524135082271
2016-05-30,2080.0141,2092.1606,2093.774,2062.1696,6580782900.0,61078384679.0,0.004583034250338901,0.4579606603942164
2016-06-06,2092.2161,2136.3228,2158.7152,2092.2161,11666672100.0,120455921063.0,0.02588873151794475,0.49639823673297057
2016-06-15,2141.6519,2106.6312,2145.7143,2073.0979,8640790200.0,87628418898.0,0.006916581834109508,0.49925313504906416
2016-06-22,2095.3615,2115.7685,2130.8995,2091.4898,7915474100.0,76627478755.0,-0.009621345613125406,0.5545674142512356
2016-06-29,2114.7744,2122.9696,2124.2929,2052.9842,10142257400.0,98832957598.0,0.007755700190901993,0.4603964223198941
2016-07-06,2123.8665,2167.101,2174.424,2120.4075,12419552900.0,121857624807.0,0.02426186985958056,0.39814058501095806
2016-07-13,2161.3586,2197.7879,2222.2524,2147.14,15847927400.0,158078246962.0,0.03524228514624039,0.37517486669138783
2016-07-20,2195.338,2167.12,2205.7954,2163.11,11163601100.0,109516895935.0,8.767473227956649e-06,0.5309188265332021
2016-07-27,2168.4763,2173.97,2186.08,2125.27,10730494500.0,107365080141.0,-0.010837215001502197,0.5739547187917146
2016-08-03,2160.16,2145.7877,2173.08,2136.1129,9264455300.0,86838583060.0,-0.009843617335449828,0.7698685224679178
2016-08-10,2145.658,2170.1028,2179.6115,2130.1747,8811160100.0,83455865498.0,-0.0017788653937265394,0.692618274349964
2016-08-17,2168.1332,2253.7364,2310.2774,2168.1332,21685878600.0,223768253296.0,0.05030726012643279,0.693823040698923
2016-08-24,2253.1171,2232.2134,2274.4547,2227.5559,13011989100.0,131220597568.0,0.028621040441033474,0.8328070046107795
2016-08-31,2224.5128,2232.7117,2237.6591,2205.0109,9490432500.0,97158296249.0,-0.009328819466198417,0.8055179710641297
2016-09-07,2230.3628,2236.5455,2246.3722,2215.6443,10060014100.0,101878809393.0,0.0019407194670545756,0.7767432903206961
2016-09-14,2234.9461,2176.523,2241.6101,2172.3966,9926814200.0,98071559976.0,-0.02516612422463666,0.7598031076606014
2016-09-23,2178.7597,2196.2903,2210.7925,2178.7597,6473074700.0,63442650439.0,-0.01799882899766629,0.8474828285564537
2016-09-30,2190.3899,2177.3524,2190.3899,2162.4355,5992794900.0,59113053445.0,0.00038106649918244733,0.7803591703082904
2016-10-14,2187.6518,2209.8145,2212.429,2185.4675,9820772300.0,86186842207.0,0.006157746997288945,0.7056554456981381
2016-10-21,2207.3532,2240.7496,2246.5789,2189.2717,13981329400.0,121259047795.0,0.029116646437205056,0.6001641524439548
2016-10-28,2245.4581,2253.8017,2285.0836,2243.6342,16084506600.0,154088738689.0,0.019905381198286113,0.608027496306986
2016-11-04,2247.9901,2271.9263,2284.9537,2236.2027,14119620400.0,139430444172.0,0.013913513584918182,0.6315415280643446
2016-11-11,2271.9644,2308.4288,2315.9608,2244.4325,18742960800.0,183410081952.0,0.024237757918099075,0.5989453704877639
2016-11-18,2304.607,2307.2741,2338.5803,2297.7364,19869343900.0,189518088652.0,0.01555851525641479,0.6088852838016683
2016-11-25,2304.7681,2393.9464,2394.7076,2304.7681,25905120900.0,245553244269.0,0.037045803621926596,0.644969151349338
2016-12-02,2406.7025,2416.5077,2455.4294,2395.8125,39079676100.0,399020392431.0,0.047343139681583574,0.8195336033591658
2016-12-09,2378.2099,2411.3144,2422.7765,2358.8712,25884964100.0,244534569659.0,0.00725496610951707,0.8936789607028495
2016-12-16,2408.0861,2302.3152,2423.3928,2298.4339,23173980900.0,229385658718.0,-0.047255177378495467,0.9296866835394285
2016-12-23,2299.7136,2278.4779,2304.6006,2262.8781,15673588300.0,150047529488.0,-0.05508883453771119,0.9321288338497239
2016-12-30,2266.3837,2286.8984,2300.1599,2251.713,12730397700.0,125957330432.0,-0.006696216052432771,0.9041779354604167
2017-01-09,2285.2729,2318.3365,2326.4342,2285.2729,13151023300.0,132380615049.0,0.017493520564759495,1.0866248021659928
2017-01-16,2316.1574,2337.3944,2343.2727,2282.2431,15995870300.0,153869804118.0,0.022080561165288365,1.0736364603445034
2017-01-23,2326.0089,2347.1047,2358.4726,2320.0333,9738268400.0,100816856037.0,0.01240898376918104,1.0658360698417388
2017-02-06,2347.5024,2343.9673,2371.9263,2336.8989,9095249500.0,94729240171.0,0.0028120628679523074,1.0309565952590263
2017-02-13,2343.6583,2379.3057,2382.9209,2323.9054,14650226300.0,155647185938.0,0.013719456145266986,1.0332959198437859
2017-02-20,2381.1007,2394.1201,2395.5341,2360.9953,16858680600.0,172577833131.0,0.021396544226534347,1.0101364279237894
2017-02-27,2396.2244,2370.56,2410.3454,2365.47,13004915600.0,138686502744.0,-0.0036757361611834674,0.9164254179990512
2017-03-06,2369.4712,2349.8889,2383.513,2338.8455,10931491900.0,114347458986.0,-0.01847492947408953,0.8332982379156895
2017-03-13,2349.6213,2354.8904,2362.9632,2328.6186,11386467000.0,116277188567.0,-0.006610083693304417,0.7850884852511217
2017-03-20,2353.719,2350.0671,2376.5131,2337.5269,12827472500.0,135534423985.0,7.583337237785502e-05,0.7220942713506818
2017-03-27,2352.2124,2364.4277,2381.7653,2330.1158,16410438300.0,192533373896.0,0.0040499974011529195,0.6479225052951331
2017-04-05,2368.1547,2384.2636,2384.6804,2335.2305,15452583800.0,163272111375.0,0.014551286641985675,0.6474115008685054
2017-04-12,2384.4322,2378.8628,2395.121,2354.0188,17967280100.0,198111905600.0,0.006105113723714069,0.6301745002036941
2017-04-19,2369.6067,2325.0424,2373.3697,2311.659,12516137000.0,139757254130.0,-0.024838360993306444,0.685368712650392
2017-04-26,2324.3661,2344.5049,2360.2819,2320.9971,13059700900.0,152765996029.0,-0.014442993517743004,0.5775750352858353
2017-05-04,2337.4558,2325.4332,2352.6806,2317.1372,10630117500.0,121627395958.0,0.00016808295625065874,0.5221916808414773
2017-05-11,2318.9217,2339.2903,2342.1845,2297.4492,13247287900.0,153362083714.0,-0.0022241796125057325,0.8437696174272018
2017-05-18,2336.6071,2354.753,2394.5172,2335.3745,11419069700.0,133652983321.0,0.012608317452421431,0.8037070425995607
2017-05-25,2351.5202,2473.4953,2476.9092,2351.5202,14484302200.0,170746798937.0,0.05736996387323109,0.7215638034385453
2017-06-05,2467.9024,2450.3457,2502.8461,2442.2693,14403441200.0,168807304803.0,0.040595637843969065,0.5480344098510098
2017-06-12,2447.0401,2521.1681,2545.0373,2444.1931,12617076800.0,159445855325.0,0.019273454855564035,0.8346906557303243
2017-06-19,2517.3334,2484.1159,2519.1482,2448.3106,9714362200.0,133062095819.0,0.013781810460458675,1.0548014746662737
2017-06-26,2489.1996,2543.3213,2560.1065,2467.7656,15099001300.0,196427803809.0,0.008786879383409697,1.0726876370904905
2017-07-03,2541.6862,2534.3675,2560.8558,2522.7441,11191544900.0,145117530411.0,0.020229168856412884,1.141646713208031
2017-07-10,2531.5259,2550.1147,2561.6364,2506.6818,11420461300.0,158470394464.0,0.0026710742366684143,1.0191786886776595
2017-07-17,2543.72,2631.4144,2663.2835,2543.0489,20842963100.0,243945959004.0,0.038292354995871865,1.005057283801417
2017-07-24,2619.2303,2654.3785,2666.6518,2596.1224,18847679800.0,239703319273.0,0.040885925640913215,1.0750911176532036
2017-07-31,2656.4773,2638.1244,2667.7864,2610.5758,15088502300.0,184245438828.0,0.0025499594438641196,1.0510493415297602
2017-08-07,2640.8671,2634.1759,2696.6417,2613.8249,16190411300.0,214980915519.0,-0.007611047181100819,1.0191274370650985
2017-08-14,2632.0435,2591.4536,2639.2415,2566.5727,13995171800.0,187305393558.0,-0.01769090191501217,1.0249502267855144
2017-08-21,2593.0719,2616.8248,2628.8017,2586.3352,10815859200.0,144234809296.0,-0.006586917752911001,1.0184859002193105
2017-08-28,2624.4106,2736.4617,2766.79,2620.1589,19974403600.0,242812233818.0,0.05595627874641476,0.9865784187005784
2017-09-04,2734.4459,2711.3475,2762.0668,2691.7754,19378690600.0,243393969682.0,0.03612114192742288,1.0175275566341557
2017-09-11,2712.7609,2674.75,2738.594,2673.62,14286422500.0,189817654775.0,-0.022551640317129175,0.9877037296216775
2017-09-18,2682.2494,2674.1759,2695.525,2659.7328,14835639900.0,198077642678.0,-0.01370964068604252,0.9469750341803788
2017-09-25,2680.7159,2680.6516,2690.3598,2660.5309,14554992100.0,183316692307.0,0.002206411814188296,0.8667250011956349
2017-10-09,2673.5445,2692.0769,2743.3643,2653.4645,12269765500.0,151717718121.0,0.006694024876972318,0.7812438156162944
2017-10-16,2693.251,2726.6423,2741.0971,2671.9426,12334539400.0,169731714238.0,0.017156537611974578,0.832643503915459
2017-10-23,2725.1997,2734.3683,2756.0354,2716.4042,11050295500.0,143693107641.0,0.015709580955878367,0.8018558970086281
2017-10-30,2732.9435,2809.1069,2822.5891,2730.8414,17429757200.0,225514002084.0,0.030244011104793703,0.7940836662634619
2017-11-06,2795.5379,2792.2237,2816.2952,2770.1248,18827644100.0,234341827162.0,0.021158598130324988,0.7992115166284467
2017-11-13,2794.1929,2873.5145,2885.7022,2792.7012,21949842900.0,282245518864.0,0.022928141324917183,0.7954030230580301
2017-11-20,2876.748,2941.1532,2942.1402,2839.461,21337598100.0,304279223868.0,0.053337237987056765,0.8150120565401665
2017-11-27,2928.9235,2917.306,3038.2756,2885.6037,30080889000.0,413164348558.0,0.015239700373880073,0.8551652383943843
2017-12-04,2900.0777,2861.3609,2914.0667,2823.9355,16020287000.0,232377882580.0,-0.02712959664936871,1.0551202553527732
2017-12-11,2852.8197,2899.1036,2922.3279,2828.2335,17328706000.0,246799759787.0,-0.006239455168569949,1.0611209745119916
2017-12-18,2897.6645,2829.0585,2900.2742,2815.8199,11860489000.0,168026077718.0,-0.011289173623641825,1.0588416766763862
2017-12-25,2829.549,2880.1,2915.61,2827.4384,12329983100.0,187199491599.0,-0.006554991687775492,1.0677284548707993
2018-01-02,2878.75,2908.73,2912.27,2829.54,17613124900.0,239061560915.0,0.02816184253524624,1.0791680263923176
2018-01-09,2914.28,2969.32,2972.43,2906.6,24031275100.0,333470013929.0,0.030978091038505698,1.040300084306952
2018-01-16,2968.34,3063.86,3070.94,2966.18,26753525600.0,360775880303.0,0.053332554069989345,1.14375036845463
2018-01-23,3071.5,3176.5,3177.76,3060.22,45288630900.0,566486551959.0,0.06977355084665844,1.142801777070102
2018-01-30,3189.77,3079.12,3202.47,3077.31,38585543800.0,483337750148.0,0.004980645329747365,1.140124709777966
2018-02-06,3063.23,3117.49,3181.59,3062.53,35095609000.0,456628229729.0,-0.0185770502124981,1.1283705556604948
2018-02-13,3147.32,2852.72,3166.7,2724.59,35265645200.0,432860450269.0,-0.07352750136402612,1.1078394102820752
2018-02-27,2859.87,2927.1,2986.81,2841.24,19927051800.0,239851703009.0,-0.061071567190271625,0.6250293410077731
2018-03-06,2899.0,2892.48,2907.27,2838.61,17846826400.0,214171368058.0,0.01393757536666768,0.5472457817482204
2018-03-13,2892.44,2883.38,2927.51,2865.55,18397786400.0,220854950964.0,-0.014936285060298522,0.47167209102264546
2018-03-20,2871.72,2904.4,2911.19,2856.17,13751081000.0,179927199917.0,0.004121031087509705,0.413450228259336
2018-03-27,2929.0,2747.59,2932.22,2709.57,20847169500.0,270658028639.0,-0.04709403547225824,0.3591388945581121
2018-04-03,2714.87,2697.27,2757.78,2657.49,17194620400.0,227314834416.0,-0.07131593444429145,0.30413282295744776
2018-04-12,2706.42,2749.7,2803.88,2688.83,15620930100.0,197305939877.0,0.0007679457269824364,0.4101783617847204
2018-04-19,2765.67,2682.55,2771.03,2623.97,14321410200.0,178403073226.0,-0.005457369859153811,0.45981222508543906
2018-04-26,2672.36,2666.02,2737.21,2632.75,13994061500.0,170089874480.0,-0.030432410808451774,0.5083407004039975
2018-05-07,2672.64,2683.85,2686.22,2613.53,12862667300.0,188611678229.0,0.00048461352071712627,0.5661367544696359
2018-05-14,2683.84,2753.54,2761.49,2682.79,12206884100.0,164545893185.0,0.03282796078048926,0.6315096755068751
2018-05-21,2760.2,2745.8,2761.72,2690.99,11177585700.0,144680984139.0,0.023082512062894824,0.6593083082873421
2018-05-28,2744.32,2673.2,2744.32,2650.34,10697482200.0,130381365563.0,-0.029176986715282925,0.6837049547332524
2018-06-04,2666.83,2694.58,2697.75,2604.91,12054533200.0,168896501712.0,-0.018653944205696063,0.7189439877656666
2018-06-11,2697.69,2660.41,2717.06,2633.08,11205478300.0,177454757339.0,-0.004784527906628746,0.7394441713104661
2018-06-19,2662.39,2599.78,2691.97,2571.69,14357987400.0,219745606390.0,-0.0351817351869307,0.7169233577905131
2018-06-26,2588.12,2506.72,2628.04,2470.15,11801525900.0,174175026912.0,-0.0577692911994768,0.6483683814619728
2018-07-03,2500.07,2388.98,2512.59,2331.84,12622845200.0,177002245500.0,-0.08108378401249343,0.5285671250729209
2018-07-10,2381.25,2471.23,2477.84,2349.48,11556197200.0,152643675550.0,-0.014157943448011658,0.7494428799539149
2018-07-17,2420.18,2430.44,2490.44,2409.31,10454698900.0,137302164401.0,0.017354686937521468,0.7598117852763384
2018-07-24,2437.38,2563.58,2579.59,2409.05,16116606900.0,205674313970.0,0.03737005458820098,0.7941500671401223
2018-07-31,2573.93,2545.12,2578.72,2515.55,11555062400.0,143928424993.0,0.04718487187505136,0.7779261044926834
2018-08-07,2557.61,2479.78,2570.31,2393.68,13399474200.0,169298781194.0,-0.03268866194930516,0.7907183532848617
2018-08-14,2476.4,2469.2,2518.11,2435.79,10960287700.0,135215048816.0,-0.029829634751996008,0.7407694482009105
2018-08-21,2467.25,2452.38,2467.45,2367.05,11324497700.0,144289188875.0,-0.011049367282581555,0.7498258281905904
2018-08-28,2461.4,2511.15,2530.5,2435.16,10545666300.0,138335729535.0,0.016989308277984883,0.7544695583981178
2018-09-04,2506.15,2500.44,2519.4,2445.87,10153977000.0,130994910496.0,0.01959728916399577,0.7469182446924609
2018-09-11,2488.9,2398.77,2493.47,2387.64,9670354300.0,123455245190.0,-0.04475240427692496,0.7377805876946226
2018-09-18,2389.28,2458.77,2459.77,2373.04,9128535400.0,121581466676.0,-0.016665066948217143,0.7531063126627257
2018-09-26,2455.44,2582.77,2610.59,2452.58,15170119500.0,187808415855.0,0.076705978480638,0.7541456347768065
2018-09-28,2582.12,2606.67,2618.83,2561.58,5173365400.0,66917936273.0,0.0601520272331288,0.7252230240396847
